165|5|55|1551|6|1993-01-30|4-NOT SPECI|0|27|3921885|19330235|1|3882666|87153|4|1993-03-04|MAIL
166|1|217|649|15|1995-09-12|2-HIGH|0|37|5733668|15820739|9|5217637|92978|3|1995-10-17|MAIL
166|2|217|1664|1|1995-09-12|2-HIGH|0|13|2035358|15820739|9|1852175|93939|5|1995-11-18|SHIP
166|3|217|997|7|1995-09-12|2-HIGH|0|41|7781759|15820739|7|7237035|113879|3|1995-11-07|FOB
166|4|217|451|10|1995-09-12|2-HIGH|0|8|1081160|15820739|5|1027102|81087|2|1995-11-29|RAIL
167|1|239|1012|1|1993-01-04|4-NOT SPECI|0|28|2556428|6401785|6|2403042|54780|1|1993-02-16|TRUCK
167|2|239|1716|7|1993-01-04|4-NOT SPECI|0|27|4367817|6401785|9|3974713|97062|0|1993-03-31|FOB
192|1|166|971|12|1997-11-25|5-LOW|0|23|4305531|19463757|0|4305531|112318|0|1998-02-06|AIR
192|2|166|1614|20|1997-11-25|5-LOW|0|20|3031220|19463757|7|2819034|90936|1|1998-02-02|REG AIR
192|3|166|1103|15|1997-11-25|5-LOW|0|15|1506150|19463757|9|1370596|60246|1|1998-02-10|TRUCK
192|4|166|1964|19|1997-11-25|5-LOW|0|2|373192|19463757|6|350800|111957|2|1998-02-03|SHIP
192|5|166|830|14|1997-11-25|5-LOW|0|25|4327075|19463757|2|4240533|103849|3|1998-01-11|TRUCK
192|6|166|1411|8|1997-11-25|5-LOW|0|45|5905845|19463757|0|5905845|78744|5|1998-01-09|MAIL
193|1|160|927|9|1993-08-08|1-URGENT|0|9|1645128|8083426|6|1546420|109675|6|1993-10-08|TRUCK
193|2|160|1540|17|1993-08-08|1-URGENT|0|15|2162310|8083426|2|2119063|86492|7|1993-10-09|SHIP
193|3|160|939|8|1993-08-08|1-URGENT|0|23|4231839|8083426|6|3977928|110395|5|1993-10-11|TRUCK
194|1|124|26|7|1992-04-05|3-MEDIUM|0|17|1574234|15428473|5|1495522|55561|4|1992-05-22|AIR
194|2|124|1836|6|1992-04-05|3-MEDIUM|0|1|173783|15428473|4|166831|104269|6|1992-05-18|REG AIR
194|3|124|660|20|1992-04-05|3-MEDIUM|0|13|2028858|15428473|8|1866549|93639|8|1992-06-18|AIR
194|4|124|1452|2|1992-04-05|3-MEDIUM|0|36|4872420|15428473|0|4872420|81207|5|1992-05-18|RAIL
194|5|124|562|13|1992-04-05|3-MEDIUM|0|8|1170048|15428473|4|1123246|87753|0|1992-06-25|FOB
194|6|124|1490|6|1992-04-05|3-MEDIUM|0|16|2226384|15428473|6|2092800|83489|3|1992-06-14|TRUCK
194|7|124|1679|6|1992-04-05|3-MEDIUM|0|21|3319407|15428473|2|3253018|94840|1|1992-05-20|REG AIR
195|1|271|846|15|1993-12-28|3-MEDIUM|0|6|1048104|21663892|4|1006179|104810|2|1994-03-27|REG AIR
195|2|271|939|17|1993-12-28|3-MEDIUM|0|41|7543713|21663892|5|7166527|110395|7|1994-02-11|TRUCK
195|3|271|855|6|1993-12-28|3-MEDIUM|0|34|5969890|21663892|8|5492298|105351|8|1994-02-11|TRUCK
195|4|271|855|7|1993-12-28|3-MEDIUM|0|41|7198985|21663892|6|6767045|105351|4|1994-03-13|RAIL
196|1|130|1351|15|1993-03-17|2-HIGH|0|19|2379465|3866064|3|2308081|75141|2|1993-05-27|SHIP
196|2|130|99|10|1993-03-17|2-HIGH|0|15|1498635|3866064|3|1453675|59945|4|1993-05-08|SHIP
197|1|67|985|7|1995-04-07|2-HIGH|0|39|7355322|15524748|2|7208215|113158|4|1995-07-01|AIR
197|2|67|1772|8|1995-04-07|2-HIGH|0|8|1339016|15524748|9|1218504|100426|2|1995-07-01|SHIP
197|3|67|1559|6|1995-04-07|2-HIGH|0|17|2482935|15524748|6|2333958|87633|2|1995-06-23|REG AIR
197|4|67|180|11|1995-04-07|2-HIGH|0|25|2700450|15524748|4|2592432|64810|1|1995-05-23|FOB
197|5|67|415|10|1995-04-07|2-HIGH|0|14|1841574|15524748|9|1675832|78924|1|1995-05-24|RAIL
197|6|67|1059|15|1995-04-07|2-HIGH|0|1|96005|15524748|7|89284|57603|5|1995-06-21|RAIL
198|1|221|561|3|1998-01-02|4-NOT SPECI|0|33|4823148|14955163|7|4485527|87693|2|1998-03-20|TRUCK
198|2|221|153|6|1998-01-02|4-NOT SPECI|0|20|2106300|14955163|3|2043111|63189|0|1998-03-31|FOB
198|3|221|1481|14|1998-01-02|4-NOT SPECI|0|15|2073720|14955163|4|1990771|82948|2|1998-02-26|MAIL
198|4|221|104|10|1998-01-02|4-NOT SPECI|0|35|3514350|14955163|8|3233202|60246|2|1998-03-23|RAIL
198|5|221|1020|5|1998-01-02|4-NOT SPECI|0|33|3039366|14955163|2|2978578|55261|1|1998-03-12|SHIP
199|1|106|1321|20|1996-03-07|2-HIGH|0|50|6111600|9586770|2|5989368|73339|0|1996-06-03|MAIL
199|2|106|1340|5|1996-03-07|2-HIGH|0|30|3724020|9586770|8|3426098|74480|5|1996-05-29|TRUCK
224|1|5|1502|1|1994-06-18|4-NOT SPECI|0|16|2245600|23405044|4|2155776|84210|0|1994-07-30|MAIL
224|2|5|1087|9|1994-06-18|4-NOT SPECI|0|34|3359472|23405044|4|3225093|59284|8|1994-08-25|TRUCK
224|3|5|1900|16|1994-06-18|4-NOT SPECI|0|41|7387790|23405044|7|6870644|108114|4|1994-09-15|SHIP
224|4|5|1664|15|1994-06-18|4-NOT SPECI|0|12|1878792|23405044|8|1728488|93939|6|1994-08-29|MAIL
224|5|5|939|12|1994-06-18|4-NOT SPECI|0|45|8279685|23405044|7|7700107|110395|7|1994-09-02|AIR
224|6|5|501|19|1994-06-18|4-NOT SPECI|0|4|560600|23405044|2|549388|84090|0|1994-08-24|FOB
225|1|67|1720|2|1995-05-25|1-URGENT|0|4|648688|22602898|9|590306|97303|7|1995-08-19|SHIP
225|2|67|1306|16|1995-05-25|1-URGENT|0|3|362190|22602898|0|362190|72438|8|1995-07-08|REG AIR
225|3|67|1983|14|1995-05-25|1-URGENT|0|45|8482410|22602898|6|7973465|113098|1|1995-08-20|FOB
225|4|67|1461|10|1995-05-25|1-URGENT|0|24|3269904|22602898|0|3269904|81747|6|1995-08-05|MAIL
